funcid,dim,milestone,error
16,30,10,3.441395e+03
16,30,20,3.168413e+03
16,30,30,3.031757e+03
16,30,40,3.031757e+03
16,30,50,3.031757e+03
16,30,60,2.867208e+03
16,30,70,2.555323e+03
16,30,80,2.175674e+03
16,30,90,2.175674e+03
16,30,100,2.175674e+03
16,30,1,3.850696e+03
16,30,2,3.850696e+03
16,30,3,3.850696e+03
16,30,5,3.751786e+03
16,30,10,3.260068e+03
16,30,20,2.839802e+03
16,30,30,2.839802e+03
16,30,40,2.839802e+03
16,30,50,2.839802e+03
16,30,60,2.601969e+03
16,30,70,2.601969e+03
16,30,80,2.601969e+03
16,30,90,2.601969e+03
16,30,100,2.601969e+03
16,30,1,3.766848e+03
16,30,2,3.645117e+03
16,30,3,3.645117e+03
16,30,5,3.645117e+03
16,30,10,3.575170e+03
16,30,20,3.575170e+03
16,30,30,2.791656e+03
16,30,40,2.379691e+03
16,30,50,2.379691e+03
16,30,60,2.081145e+03
16,30,70,2.081145e+03
16,30,80,2.081145e+03
16,30,90,2.081145e+03
16,30,100,2.081145e+03
16,30,1,4.162079e+03
16,30,2,3.672889e+03
16,30,3,3.672889e+03
16,30,5,3.672889e+03
16,30,10,3.672889e+03
16,30,20,3.207430e+03
16,30,30,3.207430e+03
16,30,40,2.758093e+03
16,30,50,2.758093e+03
16,30,60,2.758093e+03
16,30,70,2.611665e+03
16,30,80,2.472279e+03
16,30,90,2.472279e+03
16,30,100,2.472279e+03
16,30,1,4.186597e+03
16,30,2,4.186597e+03
16,30,3,3.955842e+03
16,30,5,3.647596e+03
16,30,10,2.930843e+03
16,30,20,2.617184e+03
16,30,30,2.617184e+03
16,30,40,2.617184e+03
16,30,50,2.617184e+03
16,30,60,2.596597e+03
16,30,70,2.596597e+03
16,30,80,2.596597e+03
16,30,90,2.307596e+03
16,30,100,2.307596e+03
16,30,1,3.958506e+03
16,30,2,3.703243e+03
16,30,3,3.267873e+03
16,30,5,3.154438e+03
16,30,10,3.154438e+03
16,30,20,3.154438e+03
16,30,30,3.023939e+03
16,30,40,2.979454e+03
16,30,50,2.741728e+03
16,30,60,2.741728e+03
16,30,70,2.741728e+03
16,30,80,2.511478e+03
16,30,90,2.511478e+03
16,30,100,2.511478e+03
16,30,1,3.710838e+03
16,30,2,3.519716e+03
16,30,3,3.519716e+03
16,30,5,3.519716e+03
16,30,10,3.437475e+03
16,30,20,2.919486e+03
16,30,30,2.919486e+03
16,30,40,2.765041e+03
16,30,50,2.729743e+03
16,30,60,2.729743e+03
16,30,70,2.642581e+03
16,30,80,2.642581e+03
16,30,90,2.642581e+03
16,30,100,2.642581e+03
16,30,1,4.224900e+03
16,30,2,3.713247e+03
16,30,3,3.713247e+03
16,30,5,3.713247e+03
16,30,10,3.087730e+03
16,30,20,3.087730e+03
16,30,30,3.087730e+03
16,30,40,2.931053e+03
16,30,50,2.930947e+03
16,30,60,2.766837e+03
16,30,70,2.677695e+03
16,30,80,2.677695e+03
16,30,90,2.561324e+03
16,30,100,2.561324e+03
16,30,1,3.791147e+03
16,30,2,3.791147e+03
16,30,3,3.463352e+03
16,30,5,3.463352e+03
16,30,10,3.440204e+03
16,30,20,3.210366e+03
16,30,30,3.210366e+03
16,30,40,3.084759e+03
16,30,50,3.072818e+03
16,30,60,2.672990e+03
16,30,70,2.672990e+03
16,30,80,2.545946e+03
16,30,90,2.545946e+03
16,30,100,2.545946e+03
16,30,1,3.423180e+03
16,30,2,3.423180e+03
16,30,3,3.423180e+03
16,30,5,3.423180e+03
16,30,10,3.423180e+03
16,30,20,3.418666e+03
16,30,30,3.234770e+03
16,30,40,3.094967e+03
16,30,50,2.689560e+03
16,30,60,2.689560e+03
16,30,70,2.689560e+03
16,30,80,2.620041e+03
16,30,90,2.620041e+03
16,30,100,2.620041e+03
16,30,1,3.441395e+03
16,30,2,3.441395e+03
16,30,3,3.441395e+03
16,30,5,3.441395e+03
16,30,10,3.441395e+03
16,30,20,3.168413e+03
16,30,30,3.031757e+03
16,30,40,3.031757e+03
16,30,50,3.031757e+03
16,30,60,2.867208e+03
16,30,70,2.555323e+03
16,30,80,2.175674e+03
16,30,90,2.175674e+03
16,30,100,2.175674e+03
16,30,1,3.850696e+03
16,30,2,3.850696e+03
16,30,3,3.850696e+03
16,30,5,3.751786e+03
16,30,10,3.260068e+03
16,30,20,2.839802e+03
16,30,30,2.839802e+03
16,30,40,2.839802e+03
16,30,50,2.839802e+03
16,30,60,2.601969e+03
16,30,70,2.601969e+03
16,30,80,2.601969e+03
16,30,90,2.601969e+03
16,30,100,2.601969e+03
16,30,1,3.766848e+03
16,30,2,3.645117e+03
16,30,3,3.645117e+03
16,30,5,3.645117e+03
16,30,10,3.575170e+03
16,30,20,3.575170e+03
16,30,30,2.791656e+03
16,30,40,2.379691e+03
16,30,50,2.379691e+03
16,30,60,2.081145e+03
16,30,70,2.081145e+03
16,30,80,2.081145e+03
16,30,90,2.081145e+03
16,30,100,2.081145e+03
16,30,1,4.162079e+03
16,30,2,3.672889e+03
16,30,3,3.672889e+03
16,30,5,3.672889e+03
16,30,10,3.672889e+03
16,30,20,3.207430e+03
16,30,30,3.207430e+03
16,30,40,2.758093e+03
16,30,50,2.758093e+03
16,30,60,2.758093e+03
16,30,70,2.611665e+03
16,30,80,2.472279e+03
16,30,90,2.472279e+03
16,30,100,2.472279e+03
