funcid,dim,milestone,error
19,50,3,2.434386e+09
19,50,5,2.434386e+09
19,50,10,2.434386e+09
19,50,20,8.151718e+08
19,50,30,3.807569e+08
19,50,40,2.241734e+08
19,50,50,1.832875e+08
19,50,60,1.832875e+08
19,50,70,1.832875e+08
19,50,80,1.452310e+08
19,50,90,1.044597e+08
19,50,100,1.044597e+08
19,50,1,5.427927e+09
19,50,2,1.965985e+09
19,50,3,1.965985e+09
19,50,5,1.965985e+09
19,50,10,1.322280e+09
19,50,20,1.322280e+09
19,50,30,9.260360e+08
19,50,40,8.821532e+08
19,50,50,5.778643e+08
19,50,60,5.778643e+08
19,50,70,4.535643e+08
19,50,80,4.535643e+08
19,50,90,2.536150e+08
19,50,100,2.536150e+08
19,50,1,2.074538e+09
19,50,2,2.074538e+09
19,50,3,2.074538e+09
19,50,5,2.074538e+09
19,50,10,1.824600e+09
19,50,20,1.510390e+09
19,50,30,1.073004e+09
19,50,40,1.073004e+09
19,50,50,8.486907e+08
19,50,60,3.919828e+08
19,50,70,3.919828e+08
19,50,80,2.920467e+08
19,50,90,2.920467e+08
19,50,100,2.920467e+08
19,50,1,3.716648e+09
19,50,2,3.716648e+09
19,50,3,3.716648e+09
19,50,5,3.033872e+09
19,50,10,1.625880e+09
19,50,20,1.290280e+09
19,50,30,1.174745e+09
19,50,40,7.458437e+08
19,50,50,5.042292e+08
19,50,60,5.042292e+08
19,50,70,3.829732e+08
19,50,80,3.829732e+08
19,50,90,2.874350e+08
19,50,100,2.206378e+08
19,50,1,3.091922e+09
19,50,2,1.218599e+09
19,50,3,1.218599e+09
19,50,5,1.218599e+09
19,50,10,8.544579e+08
19,50,20,8.544579e+08
19,50,30,5.694935e+08
19,50,40,4.186905e+08
19,50,50,2.192535e+08
19,50,60,2.192535e+08
19,50,70,1.562733e+08
19,50,80,1.501552e+08
19,50,90,1.501552e+08
19,50,100,1.501552e+08
19,50,1,3.026169e+09
19,50,2,2.458642e+09
19,50,3,2.458642e+09
19,50,5,2.458642e+09
19,50,10,1.718774e+09
19,50,20,1.718774e+09
19,50,30,1.330140e+09
19,50,40,6.053332e+08
19,50,50,3.932046e+08
19,50,60,2.842729e+08
19,50,70,2.842729e+08
19,50,80,2.824706e+08
19,50,90,2.652653e+08
19,50,100,2.652653e+08
19,50,1,4.526307e+09
19,50,2,2.900578e+09
19,50,3,2.656154e+09
19,50,5,2.429716e+09
19,50,10,1.590389e+09
19,50,20,1.590389e+09
19,50,30,1.578286e+09
19,50,40,5.791876e+08
19,50,50,5.791876e+08
19,50,60,5.791876e+08
19,50,70,5.744229e+08
19,50,80,1.836687e+08
19,50,90,1.836687e+08
19,50,100,1.836687e+08
19,50,1,4.325301e+09
19,50,2,2.807624e+09
19,50,3,1.879052e+09
19,50,5,1.879052e+09
19,50,10,1.730451e+09
19,50,20,1.366986e+09
19,50,30,8.815503e+08
19,50,40,5.742469e+08
19,50,50,3.671445e+08
19,50,60,3.671445e+08
19,50,70,3.671445e+08
19,50,80,3.500813e+08
19,50,90,2.010771e+08
19,50,100,2.010771e+08
19,50,1,3.570788e+09
19,50,2,2.986730e+09
19,50,3,2.986730e+09
19,50,5,1.943185e+09
19,50,10,1.943185e+09
19,50,20,6.814331e+08
19,50,30,6.366790e+08
19,50,40,3.079903e+08
19,50,50,2.650707e+08
19,50,60,1.397390e+08
19,50,70,1.397390e+08
19,50,80,1.397390e+08
19,50,90,1.397390e+08
19,50,100,1.397390e+08
19,50,1,6.051401e+09
19,50,2,4.852299e+09
19,50,3,4.852299e+09
19,50,5,1.584089e+09
19,50,10,1.584089e+09
19,50,20,1.584089e+09
19,50,30,1.159527e+09
19,50,40,7.066578e+08
19,50,50,5.163780e+08
19,50,60,3.928559e+08
19,50,70,2.712155e+08
19,50,80,1.155858e+08
19,50,90,1.155858e+08
19,50,100,1.155858e+08
19,50,1,3.514710e+09
19,50,2,2.434386e+09
19,50,3,2.434386e+09
19,50,5,2.434386e+09
19,50,10,2.434386e+09
19,50,20,8.151718e+08
19,50,30,3.807569e+08
19,50,40,2.241734e+08
19,50,50,1.832875e+08
19,50,60,1.832875e+08
19,50,70,1.832875e+08
19,50,80,1.452310e+08
19,50,90,1.044597e+08
19,50,100,1.044597e+08
19,50,1,5.427927e+09
19,50,2,1.965985e+09
19,50,3,1.965985e+09
19,50,5,1.965985e+09
19,50,10,1.322280e+09
19,50,20,1.322280e+09
19,50,30,9.260360e+08
19,50,40,8.821532e+08
19,50,50,5.778643e+08
19,50,60,5.778643e+08
19,50,70,4.535643e+08
19,50,80,4.535643e+08
19,50,90,2.536150e+08
19,50,100,2.536150e+08
19,50,1,2.074538e+09
19,50,2,2.074538e+09
19,50,3,2.074538e+09
19,50,5,2.074538e+09
19,50,10,1.824600e+09
19,50,20,1.510390e+09
19,50,30,1.073004e+09
19,50,40,1.073004e+09
19,50,50,8.486907e+08
19,50,60,3.919828e+08
19,50,70,3.919828e+08
19,50,80,2.920467e+08
19,50,90,2.920467e+08
19,50,100,2.920467e+08
